Data,Categoria,Produto,Quantidade,Preco_Unitario,Receita
2025-08-15,Eletrônicos,Smart TV,3,588.05,1764.15
2025-08-15,Vestuário,Camiseta,5,16.48,82.4
2025-08-15,Alimentos,Snack,4,56.36,225.44
2025-08-15,Eletrônicos,Notebook,4,689.76,2759.04
2025-08-16,Casa e Decoração,Tapete,5,464.02,2320.1
2025-08-16,Esportes,Halteres,4,326.87,1307.48
2025-08-16,Esportes,Tênis Esportivo,4,118.83,475.32
2025-08-16,Alimentos,Chocolate,1,234.61,234.61
2025-08-17,Casa e Decoração,Vaso,3,228.63,685.89
2025-08-17,Eletrônicos,Smart TV,1,566.45,566.45
2025-08-17,Alimentos,Chocolate,3,236.31,708.93
2025-08-17,Eletrônicos,Smartphone,1,207.76,207.76
2025-08-17,Vestuário,Tênis,3,690.73,2072.19
2025-08-17,Casa e Decoração,Tapete,3,775.9,2327.7
2025-08-18,Casa e Decoração,Tapete,1,87.27,87.27
2025-08-18,Eletrônicos,Smart TV,4,224.79,899.16
2025-08-18,Eletrônicos,Smartphone,4,719.88,2879.52
2025-08-18,Vestuário,Tênis,2,596.34,1192.68
2025-08-19,Vestuário,Jaqueta,1,627.47,627.47
2025-08-19,Esportes,Tênis Esportivo,2,214.98,429.96
2025-08-19,Esportes,Tênis Esportivo,5,77.18,385.9
2025-08-19,Eletrônicos,Notebook,1,523.44,523.44
2025-08-20,Eletrônicos,Notebook,2,220.99,441.98
2025-08-20,Vestuário,Calça Jeans,3,604.35,1813.05
2025-08-20,Eletrônicos,Smart TV,3,745.79,2237.37
2025-08-20,Alimentos,Bebida,3,727.57,2182.71
2025-08-20,Esportes,Bicicleta,4,634.21,2536.84
2025-08-20,Esportes,Bola,4,165.62,662.48
2025-08-21,Esportes,Tênis Esportivo,4,436.63,1746.52
2025-08-21,Eletrônicos,Fone de Ouvido,3,782.9,2348.7
2025-08-21,Alimentos,Bebida,1,265.66,265.66
2025-08-21,Esportes,Tênis Esportivo,1,662.24,662.24
2025-08-22,Casa e Decoração,Tapete,2,162.85,325.7
2025-08-22,Eletrônicos,Notebook,5,292.72,1463.6
2025-08-22,Alimentos,Chocolate,3,130.44,391.32
2025-08-22,Casa e Decoração,Vaso,4,128.98,515.92
2025-08-22,Casa e Decoração,Vaso,3,268.71,806.13
2025-08-23,Vestuário,Calça Jeans,1,307.99,307.99
2025-08-23,Alimentos,Chocolate,4,555.1,2220.4
2025-08-23,Casa e Decoração,Almofada,1,785.24,785.24
2025-08-24,Vestuário,Calça Jeans,5,588.73,2943.65
2025-08-24,Eletrônicos,Smartphone,1,279.05,279.05
2025-08-25,Esportes,Bicicleta,4,263.42,1053.68
2025-08-25,Eletrônicos,Smartphone,2,81.04,162.08
2025-08-25,Alimentos,Café,3,185.9,557.7
2025-08-25,Vestuário,Tênis,5,467.64,2338.2
2025-08-25,Vestuário,Jaqueta,3,196.63,589.89
2025-08-26,Alimentos,Bebida,4,397.95,1591.8
2025-08-27,Casa e Decoração,Tapete,5,389.04,1945.2
2025-08-27,Esportes,Halteres,1,404.13,404.13
2025-08-27,Casa e Decoração,Tapete,3,675.6,2026.8
2025-08-27,Casa e Decoração,Vaso,3,37.89,113.67
2025-08-27,Esportes,Tênis Esportivo,3,311.23,933.69
2025-08-27,Vestuário,Tênis,4,327.18,1308.72
2025-08-27,Eletrônicos,Notebook,5,346.76,1733.8
2025-08-27,Eletrônicos,Smartphone,2,507.94,1015.88
2025-08-28,Vestuário,Tênis,2,157.07,314.14
2025-08-28,Eletrônicos,Notebook,2,764.72,1529.44
2025-08-28,Eletrônicos,Notebook,4,413.94,1655.76
2025-08-29,Alimentos,Café,1,794.46,794.46
2025-08-29,Eletrônicos,Fone de Ouvido,1,150.09,150.09
2025-08-29,Casa e Decoração,Almofada,5,214.09,1070.45
2025-08-30,Casa e Decoração,Tapete,1,620.22,620.22
2025-08-30,Casa e Decoração,Almofada,2,434.38,868.76
2025-08-30,Esportes,Bicicleta,1,593.45,593.45
2025-08-30,Alimentos,Café,5,35.7,178.5
2025-08-30,Esportes,Bola,5,644.21,3221.05
2025-08-30,Eletrônicos,Notebook,2,30.03,60.06
2025-08-30,Vestuário,Tênis,4,628.22,2512.88
2025-08-30,Alimentos,Snack,1,797.57,797.57
2025-08-31,Eletrônicos,Smart TV,5,144.29,721.45
2025-08-31,Alimentos,Chocolate,3,501.05,1503.15
2025-09-01,Alimentos,Snack,3,480.33,1440.99
2025-09-01,Eletrônicos,Smartphone,3,739.52,2218.56
2025-09-02,Vestuário,Camiseta,2,106.17,212.34
2025-09-02,Casa e Decoração,Tapete,1,183.31,183.31
2025-09-02,Vestuário,Tênis,2,340.75,681.5
2025-09-02,Alimentos,Café,1,413.18,413.18
2025-09-03,Vestuário,Calça Jeans,3,435.26,1305.78
2025-09-03,Vestuário,Calça Jeans,5,709.57,3547.85
2025-09-03,Vestuário,Camiseta,4,565.36,2261.44
2025-09-03,Alimentos,Snack,1,707.85,707.85
2025-09-04,Casa e Decoração,Luminária,3,259.83,779.49
2025-09-04,Alimentos,Bebida,2,294.44,588.88
2025-09-04,Esportes,Bola,2,752.17,1504.34
2025-09-04,Eletrônicos,Smartphone,3,752.03,2256.09
2025-09-04,Alimentos,Bebida,2,417.43,834.86
2025-09-05,Casa e Decoração,Almofada,3,515.59,1546.77
2025-09-05,Alimentos,Chocolate,3,403.32,1209.96
2025-09-06,Alimentos,Chocolate,1,694.48,694.48
2025-09-06,Casa e Decoração,Luminária,5,582.66,2913.3
2025-09-06,Esportes,Halteres,1,86.71,86.71
2025-09-06,Alimentos,Bebida,2,111.74,223.48
2025-09-06,Eletrônicos,Notebook,3,662.85,1988.55
2025-09-06,Vestuário,Jaqueta,5,588.69,2943.45
2025-09-06,Alimentos,Chocolate,4,157.78,631.12
2025-09-07,Alimentos,Chocolate,1,438.41,438.41
2025-09-07,Esportes,Halteres,1,514.58,514.58
2025-09-08,Alimentos,Bebida,4,484.02,1936.08
2025-09-08,Alimentos,Bebida,3,468.11,1404.33
2025-09-08,Eletrônicos,Notebook,1,286.09,286.09
2025-09-08,Casa e Decoração,Luminária,2,73.73,147.46
2025-09-08,Casa e Decoração,Vaso,4,26.25,105.0
2025-09-09,Eletrônicos,Smart TV,4,797.41,3189.64
2025-09-09,Alimentos,Café,4,453.35,1813.4
2025-09-09,Alimentos,Snack,5,60.6,303.0
2025-09-09,Eletrônicos,Notebook,5,615.35,3076.75
2025-09-10,Esportes,Halteres,2,326.37,652.74
2025-09-10,Vestuário,Jaqueta,2,350.28,700.56
2025-09-10,Esportes,Bicicleta,1,253.83,253.83
2025-09-10,Eletrônicos,Fone de Ouvido,2,790.38,1580.76
2025-09-11,Vestuário,Calça Jeans,2,487.68,975.36
2025-09-11,Esportes,Tênis Esportivo,1,15.01,15.01
2025-09-12,Casa e Decoração,Luminária,5,113.32,566.6
2025-09-12,Casa e Decoração,Almofada,1,179.09,179.09
2025-09-12,Esportes,Halteres,1,642.93,642.93
2025-09-12,Esportes,Halteres,2,512.32,1024.64
2025-09-13,Vestuário,Camiseta,2,119.03,238.06
2025-09-13,Eletrônicos,Smartphone,5,246.16,1230.8
2025-09-13,Eletrônicos,Smartphone,5,15.73,78.65
2025-09-13,Alimentos,Bebida,1,587.63,587.63
2025-09-14,Vestuário,Calça Jeans,5,779.88,3899.4
2025-09-14,Esportes,Bola,2,673.53,1347.06
2025-09-14,Vestuário,Tênis,2,182.29,364.58
2025-09-15,Alimentos,Café,5,67.8,339.0
2025-09-15,Esportes,Bola,4,656.96,2627.84
2025-09-15,Alimentos,Snack,5,545.54,2727.7
2025-09-15,Esportes,Bicicleta,2,683.0,1366.0
2025-09-15,Esportes,Halteres,1,106.9,106.9
2025-09-16,Casa e Decoração,Almofada,5,68.41,342.05
2025-09-16,Eletrônicos,Fone de Ouvido,4,767.58,3070.32
2025-09-16,Esportes,Bola,1,421.83,421.83
2025-09-16,Esportes,Bicicleta,1,474.86,474.86
2025-09-17,Esportes,Bola,5,205.4,1027.0
2025-09-17,Eletrônicos,Fone de Ouvido,2,699.45,1398.9
2025-09-18,Casa e Decoração,Tapete,2,710.44,1420.88
2025-09-19,Vestuário,Jaqueta,3,237.83,713.49
2025-09-19,Alimentos,Chocolate,5,467.53,2337.65
2025-09-19,Casa e Decoração,Vaso,5,687.38,3436.9
2025-09-19,Vestuário,Jaqueta,3,232.3,696.9
2025-09-20,Casa e Decoração,Luminária,5,159.9,799.5
2025-09-20,Eletrônicos,Fone de Ouvido,5,35.83,179.15
2025-09-21,Alimentos,Chocolate,5,249.14,1245.7
2025-09-21,Esportes,Halteres,5,771.23,3856.15
2025-09-21,Alimentos,Chocolate,1,218.14,218.14
2025-09-21,Vestuário,Camiseta,5,480.68,2403.4
2025-09-21,Casa e Decoração,Tapete,2,263.52,527.04
2025-09-22,Vestuário,Camiseta,5,489.42,2447.1
2025-09-22,Casa e Decoração,Luminária,2,101.94,203.88
2025-09-22,Vestuário,Camiseta,2,552.12,1104.24
2025-09-22,Alimentos,Café,2,761.91,1523.82
2025-09-23,Vestuário,Jaqueta,1,495.87,495.87
2025-09-23,Esportes,Bicicleta,3,593.18,1779.54
2025-09-24,Alimentos,Bebida,4,579.45,2317.8
2025-09-24,Alimentos,Café,5,183.71,918.55
2025-09-24,Casa e Decoração,Vaso,4,700.39,2801.56
2025-09-24,Alimentos,Bebida,2,611.09,1222.18
2025-09-25,Esportes,Bola,5,152.67,763.35
2025-09-25,Vestuário,Jaqueta,3,300.03,900.09
2025-09-25,Casa e Decoração,Luminária,3,516.64,1549.92
2025-09-25,Alimentos,Snack,2,465.08,930.16
2025-09-25,Alimentos,Snack,1,81.25,81.25
2025-09-25,Vestuário,Camiseta,3,148.81,446.43
2025-09-26,Vestuário,Tênis,2,416.11,832.22
2025-09-26,Eletrônicos,Smart TV,2,540.64,1081.28
2025-09-26,Esportes,Bicicleta,5,341.66,1708.3
2025-09-26,Esportes,Tênis Esportivo,1,547.93,547.93
2025-09-27,Casa e Decoração,Almofada,5,320.11,1600.55
2025-09-27,Esportes,Halteres,4,523.35,2093.4
2025-09-28,Esportes,Halteres,3,788.46,2365.38
2025-09-28,Alimentos,Café,1,336.39,336.39
2025-09-28,Alimentos,Bebida,4,480.05,1920.2
2025-09-28,Vestuário,Tênis,5,106.42,532.1
2025-09-28,Casa e Decoração,Almofada,3,582.91,1748.73
2025-09-29,Alimentos,Snack,2,571.82,1143.64
2025-09-29,Vestuário,Calça Jeans,3,553.77,1661.31
2025-09-29,Esportes,Bicicleta,5,495.2,2476.0
2025-09-29,Casa e Decoração,Vaso,4,278.49,1113.96
2025-09-30,Eletrônicos,Smartphone,5,190.83,954.15
2025-09-30,Esportes,Bicicleta,4,255.41,1021.64
2025-09-30,Vestuário,Calça Jeans,5,81.81,409.05
2025-09-30,Eletrônicos,Fone de Ouvido,3,513.4,1540.2
2025-09-30,Vestuário,Jaqueta,1,307.15,307.15
2025-09-30,Eletrônicos,Notebook,3,571.5,1714.5
2025-09-30,Vestuário,Tênis,2,759.57,1519.14
2025-09-30,Alimentos,Bebida,2,504.37,1008.74
2025-10-01,Casa e Decoração,Almofada,4,457.18,1828.72
2025-10-01,Vestuário,Tênis,4,734.44,2937.76
2025-10-01,Alimentos,Snack,3,375.58,1126.74
2025-10-02,Casa e Decoração,Luminária,5,439.45,2197.25
2025-10-02,Casa e Decoração,Almofada,4,205.29,821.16
2025-10-02,Eletrônicos,Smart TV,4,785.71,3142.84
2025-10-02,Eletrônicos,Smart TV,1,353.22,353.22
2025-10-03,Casa e Decoração,Almofada,1,134.36,134.36
2025-10-03,Alimentos,Snack,1,789.45,789.45
2025-10-03,Casa e Decoração,Tapete,5,780.64,3903.2
2025-10-04,Esportes,Tênis Esportivo,4,287.88,1151.52
2025-10-04,Vestuário,Calça Jeans,2,391.75,783.5
2025-10-04,Eletrônicos,Smart TV,1,168.27,168.27
2025-10-04,Esportes,Tênis Esportivo,3,94.62,283.86
2025-10-05,Eletrônicos,Smartphone,1,133.87,133.87
2025-10-06,Alimentos,Chocolate,5,759.95,3799.75
2025-10-06,Alimentos,Chocolate,3,478.11,1434.33
2025-10-06,Vestuário,Jaqueta,5,189.8,949.0
2025-10-06,Eletrônicos,Smartphone,4,319.1,1276.4
2025-10-06,Eletrônicos,Fone de Ouvido,2,88.33,176.66
2025-10-07,Casa e Decoração,Luminária,3,488.53,1465.59
2025-10-07,Alimentos,Snack,1,260.74,260.74
2025-10-07,Alimentos,Bebida,5,585.5,2927.5
2025-10-08,Vestuário,Calça Jeans,1,244.39,244.39
2025-10-08,Casa e Decoração,Tapete,3,62.31,186.93
2025-10-08,Eletrônicos,Fone de Ouvido,2,474.9,949.8
2025-10-08,Esportes,Tênis Esportivo,4,755.3,3021.2
2025-10-08,Casa e Decoração,Luminária,2,59.49,118.98
2025-10-08,Eletrônicos,Notebook,4,628.73,2514.92
2025-10-09,Eletrônicos,Smartphone,3,676.06,2028.18
2025-10-09,Eletrônicos,Smartphone,5,405.39,2026.95
2025-10-10,Vestuário,Camiseta,1,542.56,542.56
2025-10-10,Vestuário,Jaqueta,1,484.52,484.52
2025-10-10,Esportes,Bola,5,175.33,876.65
2025-10-10,Vestuário,Calça Jeans,5,417.96,2089.8
2025-10-10,Vestuário,Calça Jeans,1,618.47,618.47
2025-10-11,Vestuário,Calça Jeans,5,247.07,1235.35
2025-10-11,Alimentos,Snack,5,122.78,613.9
2025-10-11,Alimentos,Snack,2,318.28,636.56
2025-10-12,Eletrônicos,Fone de Ouvido,1,540.45,540.45
2025-10-12,Alimentos,Café,2,563.17,1126.34
2025-10-12,Eletrônicos,Fone de Ouvido,3,369.98,1109.94
2025-10-12,Eletrônicos,Fone de Ouvido,3,398.74,1196.22
2025-10-12,Esportes,Bicicleta,5,581.71,2908.55
2025-10-13,Eletrônicos,Smart TV,1,382.98,382.98
2025-10-13,Esportes,Tênis Esportivo,3,725.66,2176.98
2025-10-13,Casa e Decoração,Vaso,4,84.68,338.72
2025-10-13,Eletrônicos,Notebook,4,663.77,2655.08
2025-10-13,Vestuário,Calça Jeans,2,48.8,97.6
2025-10-13,Eletrônicos,Smart TV,2,427.16,854.32
2025-10-13,Alimentos,Bebida,2,110.84,221.68
2025-10-13,Esportes,Halteres,2,633.5,1267.0
2025-10-13,Alimentos,Snack,2,288.38,576.76
2025-10-14,Alimentos,Bebida,5,688.55,3442.75
2025-10-14,Esportes,Tênis Esportivo,5,398.22,1991.1
2025-10-14,Esportes,Tênis Esportivo,4,210.99,843.96
2025-10-14,Alimentos,Café,4,214.77,859.08
2025-10-14,Alimentos,Café,3,165.55,496.65
2025-10-15,Eletrônicos,Notebook,4,628.89,2515.56
2025-10-15,Vestuário,Tênis,1,156.75,156.75
2025-10-15,Eletrônicos,Smartphone,2,598.12,1196.24
2025-10-15,Vestuário,Tênis,2,406.06,812.12
2025-10-16,Alimentos,Café,2,296.4,592.8
2025-10-16,Vestuário,Jaqueta,5,41.99,209.95
2025-10-16,Esportes,Halteres,4,302.68,1210.72
2025-10-16,Casa e Decoração,Luminária,2,613.53,1227.06
2025-10-16,Eletrônicos,Smartphone,1,310.74,310.74
2025-10-17,Casa e Decoração,Almofada,4,50.15,200.6
2025-10-17,Alimentos,Chocolate,2,725.24,1450.48
2025-10-18,Esportes,Halteres,2,524.27,1048.54
2025-10-18,Casa e Decoração,Tapete,3,681.61,2044.83
2025-10-18,Alimentos,Bebida,4,756.36,3025.44
2025-10-18,Esportes,Halteres,3,246.94,740.82
2025-10-18,Eletrônicos,Smart TV,3,371.71,1115.13
2025-10-18,Esportes,Halteres,1,420.51,420.51
2025-10-19,Vestuário,Jaqueta,3,286.37,859.11
2025-10-19,Vestuário,Jaqueta,5,284.2,1421.0
2025-10-19,Vestuário,Calça Jeans,5,168.23,841.15
2025-10-20,Eletrônicos,Fone de Ouvido,3,169.24,507.72
2025-10-20,Alimentos,Chocolate,2,430.78,861.56
2025-10-20,Alimentos,Bebida,3,197.08,591.24
2025-10-21,Casa e Decoração,Tapete,2,782.78,1565.56
2025-10-21,Esportes,Halteres,4,683.99,2735.96
2025-10-21,Esportes,Bicicleta,1,253.6,253.6
2025-10-21,Vestuário,Calça Jeans,2,156.54,313.08
2025-10-21,Eletrônicos,Fone de Ouvido,3,752.17,2256.51
2025-10-21,Casa e Decoração,Tapete,5,127.68,638.4
2025-10-21,Esportes,Bicicleta,2,250.45,500.9
2025-10-21,Alimentos,Snack,1,593.86,593.86
2025-10-21,Vestuário,Tênis,4,158.97,635.88
2025-10-21,Esportes,Tênis Esportivo,4,797.27,3189.08
2025-10-22,Vestuário,Jaqueta,5,24.69,123.45
2025-10-22,Casa e Decoração,Tapete,1,418.37,418.37
2025-10-22,Alimentos,Chocolate,2,326.37,652.74
2025-10-22,Eletrônicos,Notebook,1,187.13,187.13
2025-10-23,Vestuário,Calça Jeans,1,491.37,491.37
2025-10-23,Casa e Decoração,Vaso,5,124.72,623.6
2025-10-23,Vestuário,Jaqueta,3,679.81,2039.43
2025-10-23,Casa e Decoração,Vaso,3,271.11,813.33
2025-10-23,Alimentos,Café,1,601.87,601.87
2025-10-24,Casa e Decoração,Almofada,5,260.19,1300.95
2025-10-24,Casa e Decoração,Almofada,2,217.61,435.22
2025-10-24,Alimentos,Café,5,591.67,2958.35
2025-10-24,Alimentos,Bebida,3,84.53,253.59
2025-10-25,Esportes,Halteres,5,544.79,2723.95
2025-10-25,Casa e Decoração,Vaso,2,626.8,1253.6
2025-10-26,Eletrônicos,Smart TV,4,269.61,1078.44
2025-10-26,Esportes,Halteres,2,774.14,1548.28
2025-10-26,Esportes,Halteres,1,82.54,82.54
2025-10-27,Esportes,Tênis Esportivo,3,164.41,493.23
2025-10-28,Casa e Decoração,Vaso,5,74.09,370.45
2025-10-28,Vestuário,Jaqueta,4,72.1,288.4
2025-10-28,Vestuário,Jaqueta,5,431.26,2156.3
2025-10-28,Eletrônicos,Notebook,1,621.21,621.21
2025-10-28,Casa e Decoração,Tapete,3,774.31,2322.93
2025-10-29,Casa e Decoração,Luminária,4,698.9,2795.6
2025-10-29,Eletrônicos,Notebook,1,321.24,321.24
2025-10-29,Casa e Decoração,Vaso,3,266.25,798.75
2025-10-29,Alimentos,Snack,2,293.98,587.96
2025-10-29,Casa e Decoração,Almofada,1,184.3,184.3
2025-10-30,Esportes,Bicicleta,4,327.11,1308.44
2025-10-30,Casa e Decoração,Luminária,3,589.8,1769.4
2025-10-30,Alimentos,Chocolate,2,49.0,98.0
2025-10-30,Esportes,Halteres,3,218.65,655.95
2025-10-30,Esportes,Tênis Esportivo,5,490.71,2453.55
2025-10-31,Casa e Decoração,Vaso,2,32.34,64.68
2025-10-31,Eletrônicos,Fone de Ouvido,4,160.8,643.2
2025-10-31,Esportes,Bicicleta,2,569.33,1138.66
2025-10-31,Casa e Decoração,Almofada,5,707.87,3539.35
2025-10-31,Casa e Decoração,Vaso,1,388.63,388.63
2025-10-31,Esportes,Bicicleta,4,389.21,1556.84
2025-11-01,Casa e Decoração,Luminária,3,224.65,673.95
2025-11-01,Vestuário,Jaqueta,4,748.76,2995.04
2025-11-01,Alimentos,Snack,1,758.42,758.42
2025-11-01,Eletrônicos,Smart TV,4,365.4,1461.6
2025-11-01,Eletrônicos,Fone de Ouvido,4,26.51,106.04
2025-11-01,Eletrônicos,Smart TV,3,210.1,630.3
2025-11-01,Vestuário,Tênis,4,231.6,926.4
2025-11-01,Esportes,Bola,2,557.09,1114.18
2025-11-02,Eletrônicos,Smartphone,5,753.25,3766.25
2025-11-02,Esportes,Bola,3,228.08,684.24
2025-11-02,Eletrônicos,Notebook,1,461.22,461.22
2025-11-03,Esportes,Tênis Esportivo,2,792.37,1584.74
2025-11-03,Alimentos,Snack,1,38.29,38.29
2025-11-04,Vestuário,Tênis,1,569.4,569.4
2025-11-04,Esportes,Bola,5,149.92,749.6
2025-11-04,Eletrônicos,Notebook,4,322.52,1290.08
2025-11-04,Casa e Decoração,Vaso,2,117.61,235.22
2025-11-04,Esportes,Halteres,3,36.28,108.84
2025-11-04,Alimentos,Café,4,193.57,774.28
2025-11-05,Vestuário,Calça Jeans,3,308.01,924.03
2025-11-05,Casa e Decoração,Luminária,5,647.06,3235.3
2025-11-05,Vestuário,Calça Jeans,5,191.36,956.8
2025-11-05,Eletrônicos,Notebook,1,669.07,669.07
2025-11-05,Vestuário,Jaqueta,4,794.71,3178.84
2025-11-05,Alimentos,Snack,3,353.75,1061.25
2025-11-06,Casa e Decoração,Luminária,5,96.2,481.0
2025-11-06,Eletrônicos,Smart TV,1,490.91,490.91
2025-11-06,Esportes,Halteres,3,762.95,2288.85
2025-11-06,Casa e Decoração,Vaso,1,597.16,597.16
2025-11-06,Alimentos,Snack,4,354.3,1417.2
2025-11-06,Eletrônicos,Notebook,3,343.59,1030.77
2025-11-07,Casa e Decoração,Tapete,1,292.48,292.48
2025-11-07,Alimentos,Chocolate,2,31.7,63.4
2025-11-07,Casa e Decoração,Almofada,5,799.78,3998.9
2025-11-08,Eletrônicos,Notebook,1,701.22,701.22
2025-11-08,Eletrônicos,Smartphone,5,216.4,1082.0
2025-11-08,Alimentos,Café,2,749.28,1498.56
2025-11-09,Casa e Decoração,Luminária,5,151.18,755.9
2025-11-09,Esportes,Halteres,3,682.78,2048.34
2025-11-09,Casa e Decoração,Vaso,1,427.76,427.76
2025-11-09,Casa e Decoração,Vaso,4,203.26,813.04
2025-11-09,Vestuário,Camiseta,5,281.35,1406.75
2025-11-09,Esportes,Tênis Esportivo,1,104.7,104.7
2025-11-10,Esportes,Bola,5,24.51,122.55
2025-11-10,Alimentos,Chocolate,2,675.67,1351.34
2025-11-10,Eletrônicos,Fone de Ouvido,5,624.54,3122.7
2025-11-10,Casa e Decoração,Tapete,4,623.1,2492.4
2025-11-10,Esportes,Tênis Esportivo,5,750.27,3751.35
2025-11-10,Esportes,Bicicleta,2,217.12,434.24
2025-11-10,Alimentos,Café,1,675.54,675.54
2025-11-10,Eletrônicos,Notebook,3,487.92,1463.76
2025-11-10,Esportes,Halteres,1,243.61,243.61
2025-11-11,Esportes,Tênis Esportivo,5,747.95,3739.75
2025-11-11,Casa e Decoração,Luminária,1,143.49,143.49
2025-11-12,Vestuário,Jaqueta,4,640.28,2561.12
2025-11-12,Vestuário,Tênis,1,719.87,719.87
2025-11-12,Vestuário,Tênis,4,297.87,1191.48
2025-11-12,Esportes,Bicicleta,2,525.41,1050.82
2025-11-13,Esportes,Bicicleta,2,417.14,834.28
2025-11-13,Alimentos,Bebida,3,618.31,1854.93
2025-11-13,Alimentos,Snack,1,749.93,749.93
2025-11-13,Eletrônicos,Smartphone,3,665.66,1996.98
2025-11-13,Esportes,Halteres,5,794.48,3972.4
2025-11-13,Vestuário,Jaqueta,2,100.32,200.64
2025-11-14,Eletrônicos,Smart TV,1,269.13,269.13
2025-11-14,Eletrônicos,Fone de Ouvido,3,426.74,1280.22
2025-11-14,Esportes,Halteres,4,718.12,2872.48
2025-11-14,Esportes,Halteres,1,470.89,470.89
2025-11-15,Eletrônicos,Smart TV,3,274.95,824.85
2025-11-15,Alimentos,Chocolate,5,791.51,3957.55
2025-11-16,Esportes,Halteres,3,663.97,1991.91
2025-11-16,Eletrônicos,Notebook,4,456.76,1827.04
2025-11-16,Alimentos,Chocolate,1,187.01,187.01
2025-11-16,Alimentos,Snack,4,379.43,1517.72
2025-11-16,Esportes,Halteres,3,510.37,1531.11
2025-11-16,Alimentos,Chocolate,2,156.42,312.84
2025-11-17,Eletrônicos,Fone de Ouvido,4,279.81,1119.24
2025-11-17,Casa e Decoração,Vaso,2,59.14,118.28
2025-11-17,Casa e Decoração,Almofada,5,778.04,3890.2
2025-11-17,Eletrônicos,Fone de Ouvido,4,281.72,1126.88
2025-11-17,Casa e Decoração,Almofada,2,636.3,1272.6
2025-11-17,Alimentos,Snack,1,142.72,142.72
2025-11-17,Casa e Decoração,Almofada,4,48.24,192.96
2025-11-20,Esportes,Bicicleta,1,158.55,158.55
2025-11-20,Alimentos,Café,4,472.64,1890.56
2025-11-20,Esportes,Halteres,2,38.57,77.14
2025-11-20,Vestuário,Camiseta,3,418.87,1256.61
2025-11-20,Vestuário,Camiseta,4,539.06,2156.24
2025-11-20,Eletrônicos,Smart TV,2,619.8,1239.6
2025-11-20,Esportes,Halteres,5,570.18,2850.9
2025-11-20,Alimentos,Café,2,705.0,1410.0
2025-11-21,Vestuário,Tênis,4,368.3,1473.2
2025-11-21,Casa e Decoração,Tapete,1,321.07,321.07
2025-11-21,Esportes,Bola,4,332.94,1331.76
2025-11-21,Eletrônicos,Smart TV,5,784.02,3920.1
2025-11-21,Vestuário,Tênis,4,470.47,1881.88
2025-11-22,Alimentos,Bebida,5,424.96,2124.8
2025-11-22,Casa e Decoração,Luminária,5,602.05,3010.25
2025-11-22,Eletrônicos,Fone de Ouvido,4,210.88,843.52
2025-11-23,Alimentos,Chocolate,1,363.63,363.63
2025-11-23,Eletrônicos,Notebook,5,193.52,967.6
2025-11-23,Eletrônicos,Notebook,4,289.92,1159.68
2025-11-23,Alimentos,Café,4,669.8,2679.2
2025-11-23,Eletrônicos,Smart TV,5,326.89,1634.45
2025-11-24,Vestuário,Tênis,5,356.79,1783.95
2025-11-24,Eletrônicos,Smartphone,1,122.56,122.56
2025-11-25,Eletrônicos,Notebook,3,386.44,1159.32
2025-11-25,Casa e Decoração,Almofada,1,517.56,517.56
2025-11-25,Alimentos,Snack,4,542.82,2171.28
2025-11-26,Casa e Decoração,Almofada,1,118.06,118.06
2025-11-26,Vestuário,Tênis,1,97.94,97.94
2025-11-27,Vestuário,Jaqueta,3,255.25,765.75
2025-11-27,Vestuário,Jaqueta,3,744.49,2233.47
2025-11-27,Casa e Decoração,Luminária,1,175.91,175.91
2025-11-27,Esportes,Bicicleta,4,502.71,2010.84
2025-11-28,Esportes,Bola,3,118.76,356.28
2025-11-28,Casa e Decoração,Almofada,4,585.57,2342.28
2025-11-29,Esportes,Bicicleta,1,148.83,148.83
2025-11-29,Vestuário,Jaqueta,4,532.4,2129.6
2025-11-29,Esportes,Bola,2,160.44,320.88
2025-11-29,Vestuário,Camiseta,2,300.27,600.54
2025-11-29,Eletrônicos,Smart TV,2,610.8,1221.6
2025-11-30,Eletrônicos,Fone de Ouvido,4,763.92,3055.68
2025-11-30,Eletrônicos,Smart TV,3,723.77,2171.31
2025-11-30,Vestuário,Camiseta,5,750.24,3751.2
2025-11-30,Esportes,Tênis Esportivo,2,735.06,1470.12
2025-12-01,Casa e Decoração,Tapete,2,591.75,1183.5
2025-12-01,Casa e Decoração,Vaso,5,453.86,2269.3
2025-12-02,Esportes,Halteres,3,762.69,2288.07
2025-12-02,Casa e Decoração,Vaso,2,255.54,511.08
2025-12-02,Casa e Decoração,Almofada,4,202.63,810.52
2025-12-02,Eletrônicos,Smartphone,2,119.92,239.84
2025-12-03,Alimentos,Café,3,277.38,832.14
2025-12-03,Alimentos,Snack,4,447.27,1789.08
2025-12-03,Casa e Decoração,Vaso,4,589.05,2356.2
2025-12-03,Eletrônicos,Fone de Ouvido,5,687.9,3439.5
2025-12-04,Esportes,Bicicleta,2,735.02,1470.04
2025-12-04,Alimentos,Café,3,438.26,1314.78
2025-12-04,Vestuário,Calça Jeans,4,316.31,1265.24
2025-12-04,Esportes,Halteres,2,772.73,1545.46
2025-12-05,Vestuário,Tênis,5,318.57,1592.85
2025-12-05,Esportes,Bola,4,200.8,803.2
2025-12-05,Esportes,Halteres,2,355.97,711.94
2025-12-05,Alimentos,Chocolate,1,707.81,707.81
2025-12-06,Alimentos,Bebida,1,535.85,535.85
2025-12-06,Esportes,Bicicleta,3,20.35,61.05
2025-12-06,Casa e Decoração,Luminária,3,519.98,1559.94
